#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Nov 02 14:38:35 EST 2020,15,15,Assignment4Suite,CacheMapTest2+ CacheTest1+ CacheTest3+ CacheTest4+ CacheTest7+ HeapDelMinTest0+ HeapDelMinTest1+ , ,CacheHeapTest0- CacheHeapTest1- CacheHeapTest2- CacheHeapTest3- CacheMapTest0- CacheMapTest1- CacheMapTest3- CacheTest0- CacheTest2- CacheTest5- CacheTest6- CacheTest8- CacheTest9- HeapDelMinTest10- HeapDelMinTest11- HeapDelMinTest12- HeapDelMinTest13- HeapDelMinTest14- HeapDelMinTest2- HeapDelMinTest3- HeapDelMinTest4- HeapDelMinTest5- HeapDelMinTest6- HeapDelMinTest7- HeapDelMinTest8- HeapDelMinTest9- HeapIncDecEltTest0- HeapIncDecEltTest1- HeapIncDecEltTest2- HeapIncDecEltTest3- HeapIncDecEltTest4- HeapIncDecEltTest5- HeapInsertTest0- HeapInsertTest1- HeapInsertTest2- HeapInsertTest3- HeapInsertTest4- , ,
1,Mon Nov 02 16:50:17 EST 2020,15,0,Assignment4Suite,CacheMapTest2 CacheTest1 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 HeapDelMinTest1 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
2,Mon Nov 02 16:56:14 EST 2020,4,-11,Assignment4Suite,HeapDelMinTest0 HeapDelMinTest1 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest2- CacheMapTest3 CacheTest0 CacheTest1- CacheTest2 CacheTest3- CacheTest4- CacheTest5 CacheTest6 CacheTest7- CacheTest8 CacheTest9 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
3,Mon Nov 02 21:31:35 EST 2020,4,0,Assignment4Suite,HeapDelMinTest0 HeapDelMinTest1 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest2 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest3 CacheTest4 CacheTest5 CacheTest6 CacheTest7 CacheTest8 CacheTest9 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,
4,Mon Nov 02 22:12:54 EST 2020,20,16,Assignment4Suite,HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest11+ HeapDelMinTest13+ HeapDelMinTest2+ HeapDelMinTest9+ HeapInsertTest0+ HeapInsertTest1+ HeapInsertTest4+ , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest2 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest3 CacheTest4 CacheTest5 CacheTest6 CacheTest7 CacheTest8 CacheTest9 HeapDelMinTest10 HeapDelMinTest12 HeapDelMinTest14 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest2 HeapInsertTest3 , ,
5,Mon Nov 02 22:23:17 EST 2020,20,0,Assignment4Suite,HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest11 HeapDelMinTest13 HeapDelMinTest2 HeapDelMinTest9 HeapInsertTest0 HeapInsertTest1 HeapInsertTest4 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest2 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest3 CacheTest4 CacheTest5 CacheTest6 CacheTest7 CacheTest8 CacheTest9 HeapDelMinTest10 HeapDelMinTest12 HeapDelMinTest14 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest2 HeapInsertTest3 , ,
6,Mon Nov 02 22:27:43 EST 2020,45,25,Assignment4Suite,HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest10+ HeapDelMinTest11 HeapDelMinTest12+ HeapDelMinTest13 HeapDelMinTest14+ HeapDelMinTest2 HeapDelMinTest3+ HeapDelMinTest4+ HeapDelMinTest5+ HeapDelMinTest6+ HeapDelMinTest7+ HeapDelMinTest8+ HeapDelMinTest9 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2+ HeapInsertTest3+ HeapInsertTest4 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest2 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest3 CacheTest4 CacheTest5 CacheTest6 CacheTest7 CacheTest8 CacheTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 , ,
7,Mon Nov 02 22:28:15 EST 2020,45,0,Assignment4Suite,HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest2 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest3 CacheTest4 CacheTest5 CacheTest6 CacheTest7 CacheTest8 CacheTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 , ,
8,Mon Nov 02 22:40:43 EST 2020,61,16,Assignment4Suite,CacheHeapTest3+ CacheMapTest3+ CacheTest0+ CacheTest1+ CacheTest3+ CacheTest4+ CacheTest7+ HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheMapTest0 CacheMapTest1 CacheMapTest2 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 , ,
9,Mon Nov 02 22:50:55 EST 2020,63,2,Assignment4Suite,CacheHeapTest3 CacheMapTest3 CacheTest0 CacheTest1 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0+ HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheMapTest0 CacheMapTest1 CacheMapTest2 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 , ,
10,Mon Nov 02 23:11:30 EST 2020,86,23,Assignment4Suite,CacheHeapTest0+ CacheHeapTest1+ CacheHeapTest2+ CacheHeapTest3 CacheMapTest0+ CacheMapTest1+ CacheMapTest3 CacheTest0 CacheTest1 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1+ HeapIncDecEltTest2+ HeapIncDecEltTest3+ HeapIncDecEltTest4+ HeapIncDecEltTest5+ HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,CacheMapTest2 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 , ,
11,Mon Nov 02 23:20:36 EST 2020,86,0,Assignment4Suite,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest3 CacheTest0 CacheTest1 CacheTest3 CacheTest4 CacheTest7 HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , ,CacheMapTest2 CacheTest2 CacheTest5 CacheTest6 CacheTest8 CacheTest9 , ,
